power measurement, power P (uW), total P (uW), pump P (uW), probe P (uW)
p1, 500, 500, 270, 8.5
p2, 454
p3, 403
p4, 345
p5, 301
p6, 254
p7, 201
p8, 156
p9, 103
p10, 49
p11, 23
p12, 10
p13, 5.0
p14, 2.0
